80.000000 0.083333 19.993189
82.105263 0.083333 17.887854
84.210526 0.083333 15.782750
86.315789 0.083333 13.678077
88.421053 0.083333 11.574149
90.526316 0.083333 9.471400
92.631579 0.083333 7.366958
94.736842 0.083333 5.261164
96.842105 0.083333 3.194324
98.947368 0.083333 1.387105
101.052632 0.083333 0.204404
103.157895 0.083333 0.015793
105.263158 0.083333 0.004137
107.368421 0.083333 0.000319
109.473684 0.083333 0.000014
111.578947 0.083333 0.000001
113.684211 0.083333 0.000000
115.789474 0.083333 0.000000
117.894737 0.083333 0.000000
120.000000 0.083333 0.000000
80.000000 0.166667 19.993190
82.105263 0.166667 17.887855
84.210526 0.166667 15.782750
86.315789 0.166667 13.678080
88.421053 0.166667 11.574174
90.526316 0.166667 9.471596
92.631579 0.166667 7.368205
94.736842 0.166667 5.271840
96.842105 0.166667 3.251559
98.947368 0.166667 1.530142
101.052632 0.166667 0.382859
103.157895 0.166667 0.056208
105.263158 0.166667 0.016433
107.368421 0.166667 0.002307
109.473684 0.166667 0.000201
111.578947 0.166667 0.000019
113.684211 0.166667 0.000004
115.789474 0.166667 0.000000
117.894737 0.166667 0.000000
120.000000 0.166667 0.000000
80.000000 0.250000 19.993190
82.105263 0.250000 17.887856
84.210526 0.250000 15.782752
86.315789 0.250000 13.678093
88.421053 0.250000 11.574282
90.526316 0.250000 9.472232
92.631579 0.250000 7.371447
94.736842 0.250000 5.289917
96.842105 0.250000 3.317671
98.947368 0.250000 1.665116
101.052632 0.250000 0.542030
103.157895 0.250000 0.113284
105.263158 0.250000 0.036494
107.368421 0.250000 0.007098
109.473684 0.250000 0.000907
111.578947 0.250000 0.000114
113.684211 0.250000 0.000029
115.789474 0.250000 0.000003
117.894737 0.250000 0.000000
120.000000 0.250000 0.000000
80.000000 0.333333 19.993191
82.105263 0.333333 17.887857
84.210526 0.333333 15.782759
86.315789 0.333333 13.678141
88.421053 0.333333 11.574579
90.526316 0.333333 9.473646
92.631579 0.333333 7.377432
94.736842 0.333333 5.315054
96.842105 0.333333 3.389856
98.947368 0.333333 1.793157
101.052632 0.333333 0.686726
103.157895 0.333333 0.181485
105.263158 0.333333 0.063725
107.368421 0.333333 0.015407
109.473684 0.333333 0.002574
111.578947 0.333333 0.000396
113.684211 0.333333 0.000115
115.789474 0.333333 0.000015
117.894737 0.333333 0.000001
120.000000 0.333333 0.000000
80.000000 0.416667 19.993192
82.105263 0.416667 17.887860
84.210526 0.416667 15.782779
86.315789 0.416667 13.678264
88.421053 0.416667 11.575206
90.526316 0.416667 9.476184
92.631579 0.416667 7.386662
94.736842 0.416667 5.346581
96.842105 0.416667 3.466097
98.947368 0.416667 1.915332
101.052632 0.416667 0.820559
103.157895 0.416667 0.256914
105.263158 0.416667 0.097350
107.368421 0.416667 0.027588
109.473684 0.416667 0.005640
111.578947 0.416667 0.001029
113.684211 0.416667 0.000327
115.789474 0.416667 0.000053
117.894737 0.416667 0.000006
120.000000 0.416667 0.000002
80.000000 0.500000 19.993194
82.105263 0.500000 17.887869
84.210526 0.500000 15.782828
86.315789 0.500000 13.678522
88.421053 0.500000 11.576331
90.526316 0.500000 9.480179
92.631579 0.500000 7.399445
94.736842 0.500000 5.383768
96.842105 0.500000 3.545024
98.947368 0.500000 2.032533
101.052632 0.500000 0.946091
103.157895 0.500000 0.336977
105.263158 0.500000 0.136610
107.368421 0.500000 0.043785
109.473684 0.500000 0.010504
111.578947 0.500000 0.002213
