0.083333	80.000000	20.186425	1.019422	
0.083333	82.105263	18.591537	1.037129	
0.083333	84.210526	15.864170	0.999410	
0.083333	86.315789	13.507726	0.984886	
0.083333	88.421053	11.416157	0.989015	
0.083333	90.526316	9.517402	1.009780	
0.083333	92.631579	7.439288	1.003641	
0.083333	94.736842	5.272197	0.977352	
0.083333	96.842105	3.291081	0.879554	
0.083333	98.947368	1.716776	0.628401	
0.083333	101.052632	0.715409	0.336931	
0.083333	103.157895	0.207288	0.149334	
0.083333	105.263158	0.111314	0.051426	
0.083333	107.368421	0.150709	0.003073	
0.083333	109.473684	0.033481	-0.002727	
0.083333	111.578947	-0.107214	0.006081	
0.083333	113.684211	-0.242179	0.014359	
0.083333	115.789474	-0.372209	0.022466	
0.083333	117.894737	0.060514	0.004552	
0.083333	120.000000	1.031694	-0.040519	
0.166667	80.000000	20.130767	1.011903	
0.166667	82.105263	18.124192	1.012444	
0.166667	84.210526	15.837633	0.999855	
0.166667	86.315789	13.614957	0.993047	
0.166667	88.421053	11.528716	0.997496	
0.166667	90.526316	9.491361	1.000690	
0.166667	92.631579	7.402389	0.984449	
0.166667	94.736842	5.369662	0.929476	
0.166667	96.842105	3.556733	0.791922	
0.166667	98.947368	2.131063	0.579689	
0.166667	101.052632	1.158732	0.370373	
0.166667	103.157895	0.602375	0.212930	
0.166667	105.263158	0.341452	0.108522	
0.166667	107.368421	0.179055	0.050899	
0.166667	109.473684	0.030188	0.026681	
0.166667	111.578947	-0.088451	0.018462	
0.166667	113.684211	-0.156979	0.016193	
0.166667	115.789474	-0.027360	0.008553	
0.166667	117.894737	0.358938	-0.010573	
0.166667	120.000000	0.577642	-0.024364	
0.250000	80.000000	20.103148	1.008305	
0.250000	82.105263	18.006776	1.005820	
0.250000	84.210526	15.803034	0.998732	
0.250000	86.315789	13.645581	0.995836	
0.250000	88.421053	11.564311	0.997459	
0.250000	90.526316	9.499368	0.991052	
0.250000	92.631579	7.440745	0.961048	
0.250000	94.736842	5.494414	0.885211	
0.250000	96.842105	3.794703	0.742296	
0.250000	98.947368	2.456679	0.557252	
0.250000	101.052632	1.511861	0.382656	
0.250000	103.157895	0.915397	0.245163	
0.250000	105.263158	0.554914	0.147935	
0.250000	107.368421	0.303858	0.087726	
0.250000	109.473684	0.117852	0.054143	
0.250000	111.578947	0.000321	0.035459	
0.250000	113.684211	-0.018336	0.022894	
0.250000	115.789474	0.122428	0.008693	
0.250000	117.894737	0.324491	-0.006369	
0.250000	120.000000	0.290101	-0.010877	
0.333333	80.000000	20.079545	1.005951	
0.333333	82.105263	17.961749	1.003128	
0.333333	84.210526	15.791003	0.998204	
0.333333	86.315789	13.661527	0.996040	
0.333333	88.421053	11.583238	0.993679	
0.333333	90.526316	9.522519	0.979010	
0.333333	92.631579	7.505350	0.937199	
0.333333	94.736842	5.631345	0.849725	
0.333333	96.842105	4.013847	0.709493	
0.333333	98.947368	2.734753	0.543601	
0.333333	101.052632	1.806653	0.389784	
0.333333	103.157895	1.179987	0.266051	
0.333333	105.263158	0.759132	0.175532	
0.333333	107.368421	0.457358	0.115194	
0.333333	109.473684	0.244461	0.076844	
0.333333	111.578947	0.120450	0.051767	
0.333333	113.684211	0.104206	0.032916	
0.333333	115.789474	0.195033	0.015755	
0.333333	117.894737	0.267792	0.002695	
0.333333	120.000000	0.145299	0.000099	
0.416667	80.000000	20.059797	1.004221	
0.416667	82.105263	17.939356	1.001595	
0.416667	84.210526	15.789058	0.997568	
0.416667	86.315789	13.675115	0.994559	
0.416667	88.421053	11.601965	0.987769	
0.416667	90.526316	9.557376	0.965714	
0.416667	92.631579	7.583491	0.914656	
0.416667	94.736842	5.771985	0.820956	
0.416667	96.842105	4.218226	0.685790	
0.416667	98.947368	2.981818	0.534399	
0.416667	101.052632	2.063857	0.395095	
0.416667	103.157895	1.414296	0.281466	
0.416667	105.263158	0.953701	0.196247	
0.416667	107.368421	0.618591	0.136470	
0.416667	109.473684	0.384483	0.095499	
0.416667	111.578947	0.248135	0.066473	
0.416667	113.684211	0.213092	0.043907	
0.416667	115.789474	0.245715	0.025297	
0.416667	117.894737	0.233818	0.012926	
0.416667	120.000000	0.083040	0.009725	
0.500000	80.000000	20.044448	1.002856	
0.500000	82.105263	17.926690	1.000386	
0.500000	84.210526	15.791927	0.996514	
0.500000	86.315789	13.689425	0.991830	
0.500000	88.421053	11.624607	0.980567	
0.500000	90.526316	9.601585	0.951969	
0.500000	92.631579	7.669934	0.893844	
0.500000	94.736842	5.913042	0.797150	
0.500000	96.842105	4.410763	0.667704	
0.500000	98.947368	3.206888	0.527849	
0.500000	101.052632	2.295189	0.399590	
0.500000	103.157895	1.627822	0.293783	
0.500000	105.263158	1.139053	0.212733	
0.500000	107.368421	0.779524	0.153684	
0.500000	109.473684	0.527338	0.111164	
0.500000	111.578947	0.375252	0.079614	
0.500000	113.684211	0.312903	0.054839	
0.500000	115.789474	0.292318	0.035459	
0.500000	117.894737	0.225610	0.023051	
0.500000	120.000000	0.070618	0.018385	
0.583333	80.000000	20.033245	1.001696	
0.583333	82.105263	17.919595	0.999197	
0.583333	84.210526	15.797666	0.994952	
0.583333	86.315789	13.705497	0.988146	
0.583333	88.421053	11.652024	0.972552	
0.583333	90.526316	9.653291	0.938215	
0.583333	92.631579	7.761918	0.874793	
0.583333	94.736842	6.053145	0.777109	
0.583333	96.842105	4.593598	0.653389	
0.583333	98.947368	3.415380	0.523033	
0.583333	101.052632	2.507624	0.403634	
0.583333	103.157895	1.826112	0.304127	
0.583333	105.263158	1.316104	0.226445	
0.583333	107.368421	0.937232	0.168138	
0.583333	109.473684	0.668712	0.124658	
0.583333	111.578947	0.498715	0.091459	
0.583333	113.684211	0.406399	0.065350	
0.583333	115.789474	0.341017	0.045480	
0.583333	117.894737	0.239287	0.032618	
0.583333	120.000000	0.089431	0.026261	
0.666667	80.000000	20.025610	1.000632	
0.666667	82.105263	17.916405	0.997898	
0.666667	84.210526	15.805591	0.992887	
0.666667	86.315789	13.723796	0.983718	
0.666667	88.421053	11.684146	0.964015	
0.666667	90.526316	9.711070	0.924705	
0.666667	92.631579	7.857757	0.857416	
0.666667	94.736842	6.191673	0.760007	
0.666667	96.842105	4.768274	0.641761	
0.666667	98.947368	3.610798	0.519421	
0.666667	101.052632	2.705620	0.407375	
0.666667	103.157895	2.012687	0.313095	
0.666667	105.263158	1.485869	0.238219	
0.666667	107.368421	1.090749	0.180637	
0.666667	109.473684	0.806726	0.136562	
0.666667	111.578947	0.617455	0.102281	
0.666667	113.684211	0.495587	0.075341	
0.666667	115.789474	0.394071	0.055061	
0.666667	117.894737	0.270210	0.041505	
0.666667	120.000000	0.128075	0.033492	
0.750000	80.000000	20.020941	0.999591	
0.750000	82.105263	17.916279	0.996428	
0.750000	84.210526	15.815498	0.990353	
0.750000	86.315789	13.744575	0.978702	
0.750000	88.421053	11.720660	0.955154	
0.750000	90.526316	9.773820	0.911599	
0.750000	92.631579	7.956310	0.841587	
0.750000	94.736842	6.328320	0.745254	
0.750000	96.842105	4.935919	0.632134	
0.750000	98.947368	3.795561	0.516684	
0.750000	101.052632	2.892192	0.410877	
0.750000	103.157895	2.189908	0.321034	
0.750000	105.263158	1.649245	0.248564	
0.750000	107.368421	1.239807	0.191693	
0.750000	109.473684	0.940586	0.147278	
0.750000	111.578947	0.731445	0.112295	
0.750000	113.684211	0.582105	0.084803	
0.750000	115.789474	0.452124	0.064105	
0.750000	117.894737	0.314224	0.049734	
0.750000	120.000000	0.179255	0.040199	
0.833333	80.000000	20.018725	0.998519	
0.833333	82.105263	17.918709	0.994755	
0.833333	84.210526	15.827359	0.987393	
0.833333	86.315789	13.767976	0.973220	
0.833333	88.421053	11.761199	0.946118	
0.833333	90.526316	9.840669	0.898996	
0.833333	92.631579	8.056750	0.827172	
0.833333	94.736842	6.462921	0.732412	
0.833333	96.842105	5.097395	0.624044	
0.833333	98.947368	3.971433	0.514598	
0.833333	101.052632	3.069466	0.414173	
0.833333	103.157895	2.359417	0.328165	
0.833333	105.263158	1.806948	0.257810	
0.833333	107.368421	1.384401	0.201647	
0.833333	109.473684	1.070086	0.157082	
0.833333	111.578947	0.841199	0.121652	
0.833333	113.684211	0.667241	0.093756	
0.833333	115.789474	0.515030	0.072608	
0.833333	117.894737	0.367898	0.057379	
0.833333	120.000000	0.238219	0.046488	
0.916667	80.000000	20.018566	0.997376	
0.916667	82.105263	17.923364	0.992865	
0.916667	84.210526	15.841203	0.984052	
0.916667	86.315789	13.794058	0.967372	
0.916667	88.421053	11.805402	0.937025	
0.916667	90.526316	9.910907	0.886958	
0.916667	92.631579	8.158445	0.814039	
0.916667	94.736842	6.595389	0.721147	
