0.5 0.0582
1.0 0.0665 
1.5 0.0514  
2.0 0.0390 
2.5 0.0476 
3.0 0.0557 
3.5 0.0517 
4.0 0.0472 
4.5 0.0475 
5.0 0.0481 
5.5 0.0474 
6.0 0.0466 
6.5 0.0473 
7.0 0.0477 
7.5 0.0480 
8.0 0.0484 
8.5 0.0489  
9.0 0.0493 
9.5 0.0497 
10.0 0.0499 
10.5 0.0500 
11.0 0.0500 
11.5 0.0502 
12.0 0.0504 
12.5 0.0503 
13.0 0.0502 
13.5 0.0502 
14.0 0.0501
14.5 0.0500 
15.0 0.0498 
15.5 0.0496 
16.0 0.0494 
16.5 0.0491
17.0 0.0489
17.5 0.0488
18.0 0.0487 
18.5 0.0485
19.0 0.0482 
19.5 0.0479 
20.0 0.0476 
