0.083333333	0.0005	79.33	0.02	3.81
0.083333333	0.6	45.37	0.02	3.81
0.083333333	0.7	39.11	0.02	3.81
0.083333333	0.8	32.31	0.02	3.81
0.083333333	0.9	24.92	0.02	3.81
0.083333333	1	17.54	0.02	3.81
0.083333333	1.1	14.05	0.02	3.81
0.083333333	1.2	13.30	0.02	3.81
0.083333333	1.3	13.93	0.02	3.81
0.083333333	1.4	15.27	0.02	3.81
0.083333333	1.6	18.87	0.02	3.81
0.083333333	1.8	22.93	0.02	3.81
0.083333333	2	27.10	0.02	3.81
0.083333333	2.5	37.63	0.02	3.81
0.083333333	2.8	43.96	0.02	3.81
0.083333333	3.1	50.29	0.02	3.81
0.25	0.0005	66.56	0.02	2.27
0.25	0.6	39.70	0.02	2.27
0.25	0.7	34.89	0.02	2.27
0.25	0.8	29.88	0.02	2.27
0.25	0.9	24.47	0.02	2.27
0.25	1	18.96	0.02	2.27
0.25	1.1	15.61	0.02	2.27
0.25	1.2	14.01	0.02	2.27
0.25	1.3	13.58	0.02	2.27
0.25	1.4	13.94	0.02	2.27
0.25	1.6	16.09	0.02	2.27
0.25	1.8	19.28	0.02	2.27
0.25	2	22.94	0.02	2.27
0.25	2.5	32.85	0.02	2.27
0.25	2.8	38.84	0.02	2.27
0.25	3.1	44.84	0.02	2.27
0.5	0.0005	57.99	0.02	1.51
0.5	0.6	36.25	0.02	1.51
0.5	0.7	32.44	0.02	1.51
0.5	0.8	28.45	0.02	1.51
0.5	0.9	24.37	0.02	1.51
0.5	1	20.06	0.02	1.51
0.5	1.1	16.89	0.02	1.51
0.5	1.2	15.10	0.02	1.51
0.5	1.3	14.40	0.02	1.51
0.5	1.4	13.80	0.02	1.51
0.5	1.6	14.61	0.02	1.51
0.5	1.8	16.70	0.02	1.51
0.5	2	19.54	0.02	1.51
0.5	2.5	28.11	0.02	1.51
0.5	2.8	33.36	0.02	1.51
0.5	3.1	38.62	0.02	1.51
0.75	0.0005	53.36	0.02	1.19
0.75	0.6	34.46	0.02	1.19
0.75	0.7	31.18	0.02	1.19
0.75	0.8	27.76	0.02	1.19
0.75	0.9	24.30	0.02	1.19
0.75	1	20.63	0.02	1.19
0.75	1.1	17.75	0.02	1.19
0.75	1.2	15.91	0.02	1.19
0.75	1.3	14.73	0.02	1.19
0.75	1.4	14.15	0.02	1.19
0.75	1.6	14.28	0.02	1.19
0.75	1.8	15.69	0.02	1.19
0.75	2	17.93	0.02	1.19
0.75	2.5	25.30	0.02	1.19
0.75	2.8	29.88	0.02	1.19
0.75	3.1	34.46	0.02	1.19
1	0.0005	50.95	0.02	2.69
1	0.6	33.29	0.02	2.69
1	0.7	30.23	0.02	2.69
1	0.8	27.06	0.02	2.69
1	0.9	23.79	0.02	2.69
1	1	20.53	0.02	2.69
1	1.1	18.00	0.02	2.69
1	1.2	16.21	0.02	2.69
1	1.3	15.02	0.02	2.69
1	1.4	14.34	0.02	2.69
1	1.6	14.16	0.02	2.69
1	1.8	15.16	0.02	2.69
1	2	16.99	0.02	2.69
1	2.5	23.39	0.02	2.69
1	2.8	27.37	0.02	2.69
1	3.1	31.35	0.02	2.69
1.5	0.0005	47.30	0.03	2.32
1.5	0.6	31.93	0.03	2.32
1.5	0.7	29.28	0.03	2.32
1.5	0.8	26.61	0.03	2.32
1.5	0.9	23.81	0.03	2.32
1.5	1	20.98	0.03	2.32
1.5	1.1	18.70	0.03	2.32
1.5	1.2	17.01	0.03	2.32
1.5	1.3	15.81	0.03	2.32
1.5	1.4	14.97	0.03	2.32
1.5	1.6	14.23	0.03	2.32
1.5	1.8	14.51	0.03	2.32
1.5	2	15.54	0.03	2.32
1.5	2.5	20.02	0.03	2.32
1.5	2.8	22.87	0.03	2.32
1.5	3.1	25.72	0.03	2.32
2	0.0005	44.77	0.03	2.66
2	0.6	31.09	0.03	2.66
2	0.7	28.68	0.03	2.66
2	0.8	26.14	0.03	2.66
2	0.9	23.55	0.03	2.66
2	1	21.12	0.03	2.66
2	1.1	19.17	0.03	2.66
2	1.2	17.64	0.03	2.66
2	1.3	16.46	0.03	2.66
2	1.4	15.60	0.03	2.66
2	1.6	14.67	0.03	2.66
2	1.8	14.61	0.03	2.66
2	2	15.24	0.03	2.66
2	2.5	18.54	0.03	2.66
2	2.8	20.67	0.03	2.66
2	3.1	22.80	0.03	2.66
3	0.0005	42.31	0.03	2.61
3	0.6	30.18	0.03	2.61
3	0.7	28.06	0.03	2.61
3	0.8	25.84	0.03	2.61
3	0.9	23.55	0.03	2.61
3	1	21.53	0.03	2.61
3	1.1	19.85	0.03	2.61
3	1.2	18.43	0.03	2.61
3	1.3	17.32	0.03	2.61
3	1.4	16.49	0.03	2.61
3	1.6	15.38	0.03	2.61
3	1.8	14.81	0.03	2.61
3	2	14.98	0.03	2.61
3	2.5	16.91	0.03	2.61
3	2.8	18.17	0.03	2.61
3	3.1	19.44	0.03	2.61
4	0.0005	40.70	0.04	2.54
4	0.6	29.68	0.04	2.54
4	0.7	27.72	0.04	2.54
4	0.8	25.67	0.04	2.54
4	0.9	23.70	0.04	2.54
4	1	21.94	0.04	2.54
4	1.1	20.45	0.04	2.54
4	1.2	19.13	0.04	2.54
4	1.3	18.11	0.04	2.54
4	1.4	17.29	0.04	2.54
4	1.6	16.04	0.04	2.54
4	1.8	15.36	0.04	2.54
4	2	15.32	0.04	2.54
4	2.5	16.33	0.04	2.54
4	2.8	17.01	0.04	2.54
4	3.1	17.68	0.04	2.54
5	0.0005	39.56	0.04	2.48
5	0.6	29.23	0.04	2.48
5	0.7	27.43	0.04	2.48
5	0.8	25.61	0.04	2.48
5	0.9	23.89	0.04	2.48
5	1	22.32	0.04	2.48
5	1.1	20.93	0.04	2.48
5	1.2	19.76	0.04	2.48
5	1.3	18.75	0.04	2.48
5	1.4	18.01	0.04	2.48
5	1.6	16.72	0.04	2.48
5	1.8	15.95	0.04	2.48
5	2	15.63	0.04	2.48
5	2.5	15.96	0.04	2.48
5	2.8	16.27	0.04	2.48
5	3.1	16.59	0.04	2.48
7	0.0005	37.91	0.04	2.38
7	0.6	28.78	0.04	2.38
7	0.7	27.26	0.04	2.38
7	0.8	25.72	0.04	2.38
7	0.9	24.22	0.04	2.38
7	1	22.96	0.04	2.38
7	1.1	21.80	0.04	2.38
7	1.2	20.80	0.04	2.38
7	1.3	19.90	0.04	2.38
7	1.4	19.08	0.04	2.38
7	1.6	17.85	0.04	2.38
7	1.8	16.96	0.04	2.38
7	2	16.39	0.04	2.38
7	2.5	16.01	0.04	2.38
7	2.8	16.13	0.04	2.38
7	3.1	16.25	0.04	2.38
