10	0.0005	36.13	0.05	2.21
10	0.6	28.86	0.05	2.21
10	0.7	27.64	0.05	2.21
10	0.8	26.41	0.05	2.21
10	0.9	25.18	0.05	2.21
10	1	24.03	0.05	2.21
10	1.1	22.98	0.05	2.21
10	1.2	22.03	0.05	2.21
10	1.3	21.15	0.05	2.21
10	1.4	20.36	0.05	2.21
10	1.6	19.15	0.05	2.21
10	1.8	18.18	0.05	2.21
10	2	17.43	0.05	2.21
10	2.5	16.42	0.05	2.21
10	2.8	16.23	0.05	2.21
10	3.1	16.13	0.05	2.21
