21
50	27.6
55	26.4
60	25.2
65	24.0
70	22.7
75	21.4
80	20.0
85	18.7
90	17.3
95	16.0
100	14.8
105	13.7
110	12.9
115	12.2
120	11.9
125	11.8
130	11.9
135	12.1
140	12.5
145	12.9
150	13.4
